Word Pair,MI,Mean CosSim,MSE
Album-Beige,0.0,-0.0031999999191612005,1.5681835066061467e-05
Album-Bella,0.0,0.00039999998989515007,1.8006496247835457e-05
Album-Belly,0.0,0.0007999999797903001,1.482659990870161e-05
Album-Belon,0.0,0.00039999998989515007,1.5956862625898793e-05
Album-Berry,0.0,0.0007999999797903001,1.482659990870161e-05
Album-Beryl,0.014314426182078677,0.00279999990016222,1.8848419131245464e-05
Album-Beset,0.0,0.002400000113993883,1.667178366915323e-05
Album-Betsy,0.0,0.0007999999797903001,1.482659990870161e-05
Album-Betta,0.0,0.00039999998989515007,1.8006496247835457e-05
Album-Betty,0.0,0.0007999999797903001,1.482659990870161e-05
Album-Biddy,0.0,0.0007999999797903001,1.482659990870161e-05
Album-Bidet,0.0,0.002400000113993883,1.667178366915323e-05
Album-Bigot,0.0,0.002400000113993883,1.667178366915323e-05
Album-Billy,0.0,0.0007999999797903001,1.482659990870161e-05
Album-Binge,0.0,0.0020000000949949026,1.5349805835285224e-05
Album-Birch,0.0300423075271965,0.0,1.2687253729382064e-05
